id,started_at,ended_at,break_type,store_id,employee_id,created_at,updated_at,add_to_queue
4813,2022-06-04 13:06:23 +0200,2022-06-04 13:08:30 +0200,short,3,22,2022-06-04 13:06:23 +0200,2022-06-04 13:08:30 +0200,false
4814,2022-06-04 13:06:25 +0200,2022-06-04 13:06:32 +0200,short,3,12,2022-06-04 13:06:25 +0200,2022-06-04 13:06:32 +0200,false
4815,2022-06-04 14:00:02 +0200,2022-06-04 14:15:56 +0200,short,5,18,2022-06-04 14:00:02 +0200,2022-06-04 14:15:56 +0200,false
4816,2022-06-04 14:00:50 +0200,2022-06-04 14:00:58 +0200,short,3,9,2022-06-04 14:00:50 +0200,2022-06-04 14:00:58 +0200,false
4817,2022-06-04 14:05:19 +0200,2022-06-04 14:10:49 +0200,short,2,20,2022-06-04 14:05:19 +0200,2022-06-04 14:10:47 +0200,false
4818,2022-06-04 14:17:49 +0200,2022-06-04 14:18:05 +0200,short,5,16,2022-06-04 14:17:49 +0200,2022-06-04 14:18:06 +0200,false
4819,2022-06-04 15:30:56 +0200,2022-06-04 15:50:20 +0200,long,3,9,2022-06-04 15:30:56 +0200,2022-06-04 15:50:20 +0200,false
4820,2022-06-04 16:00:54 +0200,2022-06-04 16:10:59 +0200,short,2,23,2022-06-04 16:00:52 +0200,2022-06-04 16:10:59 +0200,false
4821,2022-06-04 16:04:13 +0200,2022-06-04 16:15:00 +0200,long,3,22,2022-06-04 16:04:13 +0200,2022-06-04 16:15:00 +0200,false
4822,2022-06-07 09:00:30 +0200,2022-06-07 09:39:54 +0200,long,5,16,2022-06-07 09:00:30 +0200,2022-06-07 09:39:54 +0200,false
4823,2022-06-07 10:58:37 +0200,2022-06-07 11:02:38 +0200,short,2,20,2022-06-07 10:58:41 +0200,2022-06-07 11:02:42 +0200,false
4824,2022-06-07 12:51:12 +0200,2022-06-07 13:25:51 +0200,long,3,22,2022-06-07 12:51:12 +0200,2022-06-07 13:25:51 +0200,false
4825,2022-06-07 12:56:11 +0200,2022-06-07 12:56:33 +0200,short,5,16,2022-06-07 12:56:11 +0200,2022-06-07 12:56:34 +0200,false
4826,2022-06-07 12:56:19 +0200,2022-06-07 12:56:30 +0200,short,5,18,2022-06-07 12:56:19 +0200,2022-06-07 12:56:30 +0200,false
4827,2022-06-07 14:54:40 +0200,2022-06-07 15:24:46 +0200,long,5,16,2022-06-07 14:54:45 +0200,2022-06-07 15:24:50 +0200,false
4828,2022-06-07 15:06:46 +0200,2022-06-07 15:09:12 +0200,short,3,22,2022-06-07 15:06:46 +0200,2022-06-07 15:09:12 +0200,false
4829,2022-06-07 15:29:41 +0200,2022-06-07 15:33:46 +0200,short,3,12,2022-06-07 15:29:41 +0200,2022-06-07 15:33:46 +0200,false
4830,2022-06-07 15:59:54 +0200,2022-06-07 16:08:02 +0200,long,5,18,2022-06-07 15:59:56 +0200,2022-06-07 16:08:04 +0200,false
4831,2022-06-07 16:16:04 +0200,2022-06-07 16:25:43 +0200,long,2,20,2022-06-07 16:16:04 +0200,2022-06-07 16:25:47 +0200,false
4832,2022-06-07 18:00:50 +0200,2022-06-07 18:05:15 +0200,short,2,20,2022-06-07 18:00:54 +0200,2022-06-07 18:05:19 +0200,false
4833,2022-06-07 19:31:38 +0200,2022-06-07 19:45:24 +0200,long,3,12,2022-06-07 19:31:38 +0200,2022-06-07 19:45:24 +0200,false
4834,2022-06-08 09:00:42 +0200,2022-06-08 09:05:21 +0200,short,5,18,2022-06-08 09:00:42 +0200,2022-06-08 09:05:25 +0200,false
4835,2022-06-08 12:40:38 +0200,2022-06-08 12:43:30 +0200,short,5,16,2022-06-08 12:40:38 +0200,2022-06-08 12:43:30 +0200,false
4836,2022-06-08 13:06:44 +0200,2022-06-08 13:13:08 +0200,short,2,8,2022-06-08 13:06:44 +0200,2022-06-08 13:13:07 +0200,false
4837,2022-06-08 14:04:10 +0200,2022-06-08 14:04:14 +0200,short,3,25,2022-06-08 14:04:10 +0200,2022-06-08 14:04:14 +0200,false
4838,2022-06-08 14:34:54 +0200,2022-06-08 14:39:12 +0200,short,3,12,2022-06-08 14:34:56 +0200,2022-06-08 14:39:12 +0200,false
4839,2022-06-08 14:35:38 +0200,2022-06-08 14:35:50 +0200,short,5,18,2022-06-08 14:35:38 +0200,2022-06-08 14:35:51 +0200,false
4840,2022-06-08 15:40:36 +0200,2022-06-08 15:40:40 +0200,short,3,25,2022-06-08 15:40:36 +0200,2022-06-08 15:40:40 +0200,false
4841,2022-06-09 09:43:42 +0200,2022-06-09 09:43:54 +0200,short,5,16,2022-06-09 09:43:42 +0200,2022-06-09 09:43:54 +0200,false
4842,2022-06-09 12:44:22 +0200,2022-06-09 13:12:52 +0200,short,3,25,2022-06-09 12:44:24 +0200,2022-06-09 13:12:56 +0200,false
4843,2022-06-09 13:41:01 +0200,2022-06-09 13:41:06 +0200,short,3,9,2022-06-09 13:41:05 +0200,2022-06-09 13:41:10 +0200,false
4844,2022-06-09 14:05:31 +0200,2022-06-09 14:09:48 +0200,short,3,25,2022-06-09 14:05:31 +0200,2022-06-09 14:09:49 +0200,false
4845,2022-06-09 14:22:08 +0200,2022-06-09 15:14:07 +0200,long,3,9,2022-06-09 14:22:10 +0200,2022-06-09 15:14:07 +0200,false
4846,2022-06-09 15:07:25 +0200,2022-06-09 15:14:35 +0200,long,5,16,2022-06-09 15:07:28 +0200,2022-06-09 15:14:35 +0200,false
4847,2022-06-09 15:36:36 +0200,2022-06-09 15:37:10 +0200,short,3,25,2022-06-09 15:36:36 +0200,2022-06-09 15:37:11 +0200,false
4848,2022-06-09 16:18:40 +0200,2022-06-09 16:21:51 +0200,long,3,9,2022-06-09 16:18:40 +0200,2022-06-09 16:21:51 +0200,false
4849,2022-06-09 17:46:08 +0200,2022-06-09 17:48:46 +0200,short,3,9,2022-06-09 17:46:09 +0200,2022-06-09 17:48:46 +0200,false
4850,2022-06-09 18:28:28 +0200,2022-06-09 18:31:42 +0200,short,2,20,2022-06-09 18:28:28 +0200,2022-06-09 18:31:42 +0200,false
4851,2022-06-10 10:09:29 +0200,2022-06-10 10:13:49 +0200,short,3,9,2022-06-10 10:09:29 +0200,2022-06-10 10:13:49 +0200,false
4852,2022-06-10 11:45:23 +0200,2022-06-10 11:48:17 +0200,long,3,9,2022-06-10 11:45:23 +0200,2022-06-10 11:48:17 +0200,false
4853,2022-06-10 12:30:32 +0200,2022-06-10 12:35:18 +0200,short,3,9,2022-06-10 12:30:32 +0200,2022-06-10 12:35:19 +0200,false
4854,2022-06-10 12:39:25 +0200,2022-06-10 12:42:27 +0200,short,2,20,2022-06-10 12:39:30 +0200,2022-06-10 12:42:27 +0200,false
4855,2022-06-10 12:58:32 +0200,2022-06-10 13:13:24 +0200,long,2,20,2022-06-10 12:58:32 +0200,2022-06-10 13:13:24 +0200,false
4856,2022-06-10 13:12:25 +0200,2022-06-10 13:47:53 +0200,long,3,9,2022-06-10 13:12:25 +0200,2022-06-10 13:47:53 +0200,false
4857,2022-06-10 13:12:32 +0200,2022-06-10 13:12:38 +0200,short,5,18,2022-06-10 13:12:32 +0200,2022-06-10 13:12:38 +0200,false
4858,2022-06-10 13:57:57 +0200,2022-06-10 14:11:11 +0200,long,5,16,2022-06-10 13:57:57 +0200,2022-06-10 14:11:11 +0200,false
4859,2022-06-10 14:05:54 +0200,2022-06-10 14:05:58 +0200,short,3,9,2022-06-10 14:05:54 +0200,2022-06-10 14:05:58 +0200,false
4860,2022-06-10 15:36:40 +0200,2022-06-10 15:46:23 +0200,short,3,25,2022-06-10 15:36:42 +0200,2022-06-10 15:46:25 +0200,false
4861,2022-06-10 15:56:41 +0200,2022-06-10 16:12:23 +0200,long,2,8,2022-06-10 15:56:42 +0200,2022-06-10 16:12:27 +0200,false
4862,2022-06-10 16:21:35 +0200,2022-06-10 16:24:30 +0200,short,5,18,2022-06-10 16:21:35 +0200,2022-06-10 16:24:30 +0200,false
4863,2022-06-10 16:44:30 +0200,2022-06-10 16:45:17 +0200,short,5,16,2022-06-10 16:44:30 +0200,2022-06-10 16:45:18 +0200,false
4864,2022-06-10 18:46:39 +0200,2022-06-10 18:52:34 +0200,short,3,25,2022-06-10 18:46:40 +0200,2022-06-10 18:52:34 +0200,false
4865,2022-06-10 19:47:53 +0200,2022-06-10 19:54:01 +0200,short,5,18,2022-06-10 19:47:53 +0200,2022-06-10 19:54:03 +0200,false
4866,2022-06-11 09:41:35 +0200,2022-06-11 09:41:43 +0200,short,3,25,2022-06-11 09:41:36 +0200,2022-06-11 09:41:44 +0200,false
4867,2022-06-11 09:41:36 +0200,2022-06-11 09:41:45 +0200,short,3,12,2022-06-11 09:41:37 +0200,2022-06-11 09:41:45 +0200,false
4868,2022-06-11 10:05:19 +0200,2022-06-11 10:10:35 +0200,long,2,8,2022-06-11 10:05:19 +0200,2022-06-11 10:10:36 +0200,false
4869,2022-06-11 11:09:51 +0200,2022-06-11 11:19:07 +0200,short,3,25,2022-06-11 11:09:53 +0200,2022-06-11 11:19:09 +0200,false
4870,2022-06-11 11:13:11 +0200,2022-06-11 11:13:16 +0200,short,2,8,2022-06-11 11:13:12 +0200,2022-06-11 11:13:16 +0200,false
4871,2022-06-11 11:55:57 +0200,2022-06-11 12:25:12 +0200,long,3,9,2022-06-11 11:55:57 +0200,2022-06-11 12:25:12 +0200,false
4872,2022-06-11 11:56:08 +0200,2022-06-11 12:19:31 +0200,long,3,25,2022-06-11 11:56:08 +0200,2022-06-11 12:19:31 +0200,false
4873,2022-06-11 12:19:30 +0200,2022-06-11 12:25:15 +0200,short,3,12,2022-06-11 12:19:30 +0200,2022-06-11 12:25:15 +0200,false
4874,2022-06-11 13:33:30 +0200,2022-06-11 13:34:24 +0200,short,3,9,2022-06-11 13:33:30 +0200,2022-06-11 13:34:24 +0200,false
4875,2022-06-11 13:33:43 +0200,2022-06-11 13:33:50 +0200,short,3,25,2022-06-11 13:33:43 +0200,2022-06-11 13:33:50 +0200,false
4876,2022-06-11 14:22:38 +0200,2022-06-11 14:24:33 +0200,short,5,16,2022-06-11 14:22:38 +0200,2022-06-11 14:24:33 +0200,false
4877,2022-06-11 14:39:04 +0200,2022-06-11 14:52:21 +0200,long,5,16,2022-06-11 14:39:04 +0200,2022-06-11 14:52:21 +0200,false
4878,2022-06-11 14:53:36 +0200,2022-06-11 15:12:03 +0200,long,2,8,2022-06-11 14:53:37 +0200,2022-06-11 15:12:03 +0200,false
4879,2022-06-11 15:32:53 +0200,2022-06-11 15:32:59 +0200,short,3,9,2022-06-11 15:32:53 +0200,2022-06-11 15:32:59 +0200,false
4880,2022-06-11 16:11:49 +0200,2022-06-11 16:14:57 +0200,short,2,20,2022-06-11 16:11:50 +0200,2022-06-11 16:14:58 +0200,false
4881,2022-06-11 17:25:50 +0200,2022-06-11 17:28:33 +0200,short,2,20,2022-06-11 17:25:50 +0200,2022-06-11 17:28:33 +0200,false
4882,2022-06-13 09:25:40 +0200,2022-06-13 09:38:12 +0200,long,5,18,2022-06-13 09:25:42 +0200,2022-06-13 09:38:14 +0200,false
4883,2022-06-13 12:22:43 +0200,2022-06-13 12:47:28 +0200,short,2,5,2022-06-13 12:22:47 +0200,2022-06-13 12:47:28 +0200,false
4884,2022-06-13 12:55:26 +0200,2022-06-13 13:38:06 +0200,long,3,22,2022-06-13 12:55:27 +0200,2022-06-13 13:38:07 +0200,false
4885,2022-06-13 13:32:49 +0200,2022-06-13 13:39:05 +0200,short,5,18,2022-06-13 13:32:49 +0200,2022-06-13 13:39:05 +0200,false
4886,2022-06-13 16:37:07 +0200,2022-06-13 16:37:07 +0200,short,2,20,2022-06-13 16:37:11 +0200,2022-06-13 16:37:11 +0200,false
4887,2022-06-13 18:41:02 +0200,2022-06-13 19:05:59 +0200,long,3,12,2022-06-13 18:41:02 +0200,2022-06-13 19:05:59 +0200,false
4888,2022-06-14 13:50:33 +0200,2022-06-14 14:22:29 +0200,long,5,18,2022-06-14 13:50:33 +0200,2022-06-14 14:22:29 +0200,false
4889,2022-06-14 15:06:30 +0200,2022-06-14 15:06:40 +0200,short,3,12,2022-06-14 15:06:30 +0200,2022-06-14 15:06:40 +0200,false
4890,2022-06-14 16:32:03 +0200,2022-06-14 16:34:40 +0200,short,3,22,2022-06-14 16:32:03 +0200,2022-06-14 16:34:40 +0200,false
4891,2022-06-14 18:18:27 +0200,2022-06-14 18:22:42 +0200,short,5,18,2022-06-14 18:18:27 +0200,2022-06-14 18:22:42 +0200,false
4892,2022-06-15 10:50:00 +0200,2022-06-15 10:55:40 +0200,short,5,18,2022-06-15 10:50:02 +0200,2022-06-15 10:55:42 +0200,false
4893,2022-06-15 10:54:51 +0200,2022-06-15 10:57:47 +0200,long,3,9,2022-06-15 10:54:51 +0200,2022-06-15 10:57:47 +0200,false
4894,2022-06-15 11:10:37 +0200,2022-06-15 11:10:39 +0200,long,3,9,2022-06-15 11:10:37 +0200,2022-06-15 11:10:39 +0200,false
4895,2022-06-15 11:10:40 +0200,2022-06-15 11:14:03 +0200,short,3,9,2022-06-15 11:10:40 +0200,2022-06-15 11:14:04 +0200,false
4896,2022-06-15 12:53:01 +0200,2022-06-15 12:53:54 +0200,short,5,16,2022-06-15 12:53:01 +0200,2022-06-15 12:53:55 +0200,false
4897,2022-06-15 14:27:41 +0200,2022-06-15 15:12:02 +0200,long,3,9,2022-06-15 14:27:41 +0200,2022-06-15 15:12:02 +0200,false
4898,2022-06-15 15:58:03 +0200,2022-06-15 16:05:59 +0200,long,3,12,2022-06-15 15:58:03 +0200,2022-06-15 16:05:59 +0200,false
4899,2022-06-15 18:21:28 +0200,2022-06-15 18:49:52 +0200,long,5,16,2022-06-15 18:21:31 +0200,2022-06-15 18:49:54 +0200,false
4900,2022-06-16 09:08:35 +0200,2022-06-16 09:08:44 +0200,short,5,16,2022-06-16 09:08:35 +0200,2022-06-16 09:08:44 +0200,false
4901,2022-06-16 11:52:45 +0200,2022-06-16 11:59:22 +0200,short,5,16,2022-06-16 11:52:47 +0200,2022-06-16 11:59:24 +0200,false
4902,2022-06-16 13:00:40 +0200,2022-06-16 13:02:57 +0200,short,3,9,2022-06-16 13:00:40 +0200,2022-06-16 13:02:57 +0200,false
4903,2022-06-16 13:07:48 +0200,2022-06-16 13:30:07 +0200,long,3,9,2022-06-16 13:07:48 +0200,2022-06-16 13:30:07 +0200,false
4904,2022-06-16 13:22:44 +0200,2022-06-16 14:26:39 +0200,long,5,8,2022-06-16 13:22:44 +0200,2022-06-16 14:26:39 +0200,false
4905,2022-06-16 13:46:03 +0200,2022-06-16 13:49:09 +0200,short,2,3,2022-06-16 13:46:03 +0200,2022-06-16 13:49:09 +0200,false
4906,2022-06-16 15:34:10 +0200,2022-06-16 15:57:10 +0200,long,5,16,2022-06-16 15:34:10 +0200,2022-06-16 15:57:10 +0200,false
4907,2022-06-16 16:57:56 +0200,2022-06-16 16:58:17 +0200,short,5,8,2022-06-16 16:57:57 +0200,2022-06-16 16:58:18 +0200,false
4908,2022-06-17 09:53:02 +0200,2022-06-17 09:58:04 +0200,short,3,9,2022-06-17 09:53:02 +0200,2022-06-17 09:58:04 +0200,false
4909,2022-06-17 12:56:15 +0200,2022-06-17 13:00:02 +0200,short,2,20,2022-06-17 12:56:15 +0200,2022-06-17 13:00:03 +0200,false
4910,2022-06-17 13:21:15 +0200,2022-06-17 13:21:21 +0200,short,5,16,2022-06-17 13:21:15 +0200,2022-06-17 13:21:21 +0200,false
4911,2022-06-17 13:23:56 +0200,2022-06-17 13:39:21 +0200,long,5,16,2022-06-17 13:23:56 +0200,2022-06-17 13:39:21 +0200,false
4912,2022-06-17 13:47:40 +0200,2022-06-17 13:47:46 +0200,short,3,22,2022-06-17 13:47:40 +0200,2022-06-17 13:47:46 +0200,false
4913,2022-06-17 14:22:42 +0200,2022-06-17 14:57:39 +0200,long,3,9,2022-06-17 14:22:42 +0200,2022-06-17 14:57:39 +0200,false
4914,2022-06-17 15:10:28 +0200,2022-06-17 15:11:21 +0200,short,3,22,2022-06-17 15:10:28 +0200,2022-06-17 15:11:21 +0200,false
4915,2022-06-17 15:13:07 +0200,2022-06-17 15:30:04 +0200,short,5,18,2022-06-17 15:13:07 +0200,2022-06-17 15:30:06 +0200,false
4916,2022-06-17 20:38:57 +0200,2022-06-17 20:44:47 +0200,short,3,22,2022-06-17 20:38:57 +0200,2022-06-17 20:44:47 +0200,false
4917,2022-06-18 10:23:51 +0200,2022-06-18 10:32:51 +0200,short,3,9,2022-06-18 10:23:51 +0200,2022-06-18 10:32:51 +0200,false
4918,2022-06-18 10:59:44 +0200,2022-06-18 10:59:52 +0200,short,3,22,2022-06-18 10:59:44 +0200,2022-06-18 10:59:52 +0200,false
4919,2022-06-18 10:59:48 +0200,2022-06-18 10:59:53 +0200,short,3,12,2022-06-18 10:59:48 +0200,2022-06-18 10:59:53 +0200,false
4920,2022-06-18 11:02:46 +0200,2022-06-18 11:02:50 +0200,short,3,12,2022-06-18 11:02:46 +0200,2022-06-18 11:02:50 +0200,false
4921,2022-06-18 11:32:39 +0200,2022-06-18 11:32:46 +0200,short,3,12,2022-06-18 11:32:39 +0200,2022-06-18 11:32:46 +0200,false
4922,2022-06-18 11:56:26 +0200,2022-06-18 11:56:34 +0200,short,3,22,2022-06-18 11:56:27 +0200,2022-06-18 11:56:35 +0200,false
4923,2022-06-18 12:00:39 +0200,2022-06-18 12:12:29 +0200,long,3,22,2022-06-18 12:00:39 +0200,2022-06-18 12:12:29 +0200,false
4924,2022-06-18 12:25:20 +0200,2022-06-18 12:25:48 +0200,long,5,16,2022-06-18 12:25:23 +0200,2022-06-18 12:25:50 +0200,false
4925,2022-06-18 12:25:57 +0200,2022-06-18 12:28:05 +0200,short,5,16,2022-06-18 12:26:00 +0200,2022-06-18 12:28:07 +0200,false
4926,2022-06-18 14:20:03 +0200,2022-06-18 14:32:33 +0200,short,3,9,2022-06-18 14:20:03 +0200,2022-06-18 14:32:34 +0200,false
4927,2022-06-18 14:46:49 +0200,2022-06-18 15:03:23 +0200,short,3,9,2022-06-18 14:46:50 +0200,2022-06-18 15:03:23 +0200,false
4928,2022-06-18 14:58:23 +0200,2022-06-18 15:01:32 +0200,short,2,20,2022-06-18 14:58:23 +0200,2022-06-18 15:01:32 +0200,false
4929,2022-06-18 17:46:35 +0200,2022-06-18 17:50:19 +0200,short,5,18,2022-06-18 17:46:39 +0200,2022-06-18 17:50:21 +0200,false
4930,2022-06-20 09:57:45 +0200,2022-06-20 10:01:57 +0200,short,5,18,2022-06-20 09:57:45 +0200,2022-06-20 10:02:01 +0200,false
4931,2022-06-20 11:54:01 +0200,2022-06-20 11:57:14 +0200,short,3,22,2022-06-20 11:54:01 +0200,2022-06-20 11:57:14 +0200,false
4932,2022-06-20 12:12:16 +0200,2022-06-20 12:12:22 +0200,short,3,22,2022-06-20 12:12:16 +0200,2022-06-20 12:12:22 +0200,false
4933,2022-06-20 13:32:39 +0200,2022-06-20 13:35:54 +0200,short,2,20,2022-06-20 13:32:39 +0200,2022-06-20 13:35:55 +0200,false
4934,2022-06-20 15:16:50 +0200,2022-06-20 15:19:43 +0200,short,3,22,2022-06-20 15:16:50 +0200,2022-06-20 15:19:43 +0200,false
4935,2022-06-20 15:44:05 +0200,2022-06-20 15:44:11 +0200,short,5,8,2022-06-20 15:44:05 +0200,2022-06-20 15:44:11 +0200,false
4936,2022-06-20 17:03:31 +0200,2022-06-20 17:10:30 +0200,short,5,18,2022-06-20 17:03:31 +0200,2022-06-20 17:10:30 +0200,false
4937,2022-06-20 17:13:30 +0200,2022-06-20 17:15:17 +0200,short,5,18,2022-06-20 17:13:30 +0200,2022-06-20 17:15:17 +0200,false
4938,2022-06-20 18:14:09 +0200,2022-06-20 18:17:12 +0200,short,2,20,2022-06-20 18:14:09 +0200,2022-06-20 18:17:12 +0200,false
4939,2022-06-20 19:30:08 +0200,2022-06-20 19:34:58 +0200,short,5,18,2022-06-20 19:30:08 +0200,2022-06-20 19:34:58 +0200,false
4940,2022-06-21 12:27:51 +0200,2022-06-21 12:28:35 +0200,long,2,3,2022-06-21 12:27:54 +0200,2022-06-21 12:28:37 +0200,false
4941,2022-06-21 12:32:30 +0200,2022-06-21 12:33:23 +0200,long,2,3,2022-06-21 12:32:32 +0200,2022-06-21 12:33:26 +0200,false
4942,2022-06-21 13:20:23 +0200,2022-06-21 13:20:28 +0200,short,5,18,2022-06-21 13:20:23 +0200,2022-06-21 13:20:28 +0200,false
4943,2022-06-21 13:41:48 +0200,2022-06-21 13:50:09 +0200,long,3,12,2022-06-21 13:41:50 +0200,2022-06-21 13:50:11 +0200,false
4944,2022-06-21 14:54:36 +0200,2022-06-21 15:09:52 +0200,short,5,18,2022-06-21 14:54:36 +0200,2022-06-21 15:09:52 +0200,false
4945,2022-06-21 19:27:29 +0200,2022-06-21 19:31:39 +0200,short,3,25,2022-06-21 19:27:32 +0200,2022-06-21 19:31:41 +0200,false
4946,2022-06-21 19:37:43 +0200,2022-06-21 19:42:26 +0200,short,5,18,2022-06-21 19:37:43 +0200,2022-06-21 19:42:26 +0200,false
4947,2022-06-22 09:42:51 +0200,2022-06-22 09:45:36 +0200,short,5,18,2022-06-22 09:42:51 +0200,2022-06-22 09:45:38 +0200,false
4948,2022-06-22 12:20:10 +0200,2022-06-22 12:21:02 +0200,short,5,18,2022-06-22 12:20:12 +0200,2022-06-22 12:21:04 +0200,false
4949,2022-06-22 12:27:37 +0200,2022-06-22 12:27:42 +0200,short,3,12,2022-06-22 12:27:37 +0200,2022-06-22 12:27:42 +0200,false
4950,2022-06-22 13:33:19 +0200,2022-06-22 13:40:54 +0200,short,5,18,2022-06-22 13:33:21 +0200,2022-06-22 13:40:56 +0200,false
4951,2022-06-22 13:46:02 +0200,2022-06-22 14:06:08 +0200,short,3,9,2022-06-22 13:46:02 +0200,2022-06-22 14:06:08 +0200,false
4952,2022-06-22 15:15:06 +0200,2022-06-22 15:15:15 +0200,short,5,16,2022-06-22 15:15:10 +0200,2022-06-22 15:15:19 +0200,false
4953,2022-06-22 17:55:39 +0200,2022-06-22 18:18:08 +0200,long,3,12,2022-06-22 17:55:39 +0200,2022-06-22 18:18:08 +0200,false
4954,2022-06-23 12:17:48 +0200,2022-06-23 12:22:59 +0200,short,5,16,2022-06-23 12:17:48 +0200,2022-06-23 12:23:04 +0200,false
4955,2022-06-23 12:23:00 +0200,2022-06-23 12:43:09 +0200,long,3,9,2022-06-23 12:23:00 +0200,2022-06-23 12:43:10 +0200,false
4956,2022-06-23 13:09:55 +0200,2022-06-23 13:16:03 +0200,short,3,25,2022-06-23 13:09:56 +0200,2022-06-23 13:16:03 +0200,false
4957,2022-06-23 13:26:13 +0200,2022-06-23 13:53:09 +0200,long,3,9,2022-06-23 13:26:13 +0200,2022-06-23 13:53:09 +0200,false
4958,2022-06-23 13:28:19 +0200,2022-06-23 13:51:32 +0200,long,5,16,2022-06-23 13:28:19 +0200,2022-06-23 13:51:32 +0200,false
4959,2022-06-23 14:00:50 +0200,2022-06-23 14:09:19 +0200,short,3,25,2022-06-23 14:00:50 +0200,2022-06-23 14:09:19 +0200,false
4960,2022-06-23 14:49:06 +0200,2022-06-23 14:53:32 +0200,short,5,16,2022-06-23 14:49:08 +0200,2022-06-23 14:53:34 +0200,false
4961,2022-06-23 15:24:49 +0200,2022-06-23 15:24:54 +0200,short,3,9,2022-06-23 15:24:50 +0200,2022-06-23 15:24:54 +0200,false
4962,2022-06-23 17:22:10 +0200,2022-06-23 17:31:26 +0200,short,5,8,2022-06-23 17:22:12 +0200,2022-06-23 17:31:26 +0200,false
4963,2022-06-23 17:28:01 +0200,2022-06-23 17:28:02 +0200,short,3,25,2022-06-23 17:28:01 +0200,2022-06-23 17:28:03 +0200,false
4964,2022-06-23 17:28:04 +0200,2022-06-23 17:34:06 +0200,long,3,25,2022-06-23 17:28:04 +0200,2022-06-23 17:34:06 +0200,false
4965,2022-06-23 19:05:55 +0200,2022-06-23 19:21:02 +0200,long,3,25,2022-06-23 19:05:55 +0200,2022-06-23 19:21:02 +0200,false
4966,2022-06-24 10:10:50 +0200,2022-06-24 10:18:12 +0200,short,5,18,2022-06-24 10:10:54 +0200,2022-06-24 10:18:16 +0200,false
4967,2022-06-24 10:46:14 +0200,2022-06-24 10:51:56 +0200,short,3,25,2022-06-24 10:46:14 +0200,2022-06-24 10:51:56 +0200,false
4968,2022-06-24 12:41:06 +0200,2022-06-24 12:45:18 +0200,short,5,18,2022-06-24 12:41:09 +0200,2022-06-24 12:45:21 +0200,false
4969,2022-06-24 12:42:39 +0200,2022-06-24 12:42:48 +0200,short,3,25,2022-06-24 12:42:39 +0200,2022-06-24 12:42:48 +0200,false
4970,2022-06-24 12:49:24 +0200,2022-06-24 12:54:29 +0200,short,2,20,2022-06-24 12:49:24 +0200,2022-06-24 12:54:31 +0200,false
4971,2022-06-24 13:18:21 +0200,2022-06-24 13:18:32 +0200,short,3,9,2022-06-24 13:18:21 +0200,2022-06-24 13:18:32 +0200,false
4972,2022-06-24 13:18:26 +0200,2022-06-24 13:18:31 +0200,short,3,22,2022-06-24 13:18:26 +0200,2022-06-24 13:18:31 +0200,false
4973,2022-06-24 15:23:08 +0200,2022-06-24 15:23:16 +0200,short,3,9,2022-06-24 15:23:09 +0200,2022-06-24 15:23:16 +0200,false
4974,2022-06-24 15:23:10 +0200,2022-06-24 15:23:17 +0200,short,3,22,2022-06-24 15:23:10 +0200,2022-06-24 15:23:17 +0200,false
4975,2022-06-24 15:28:59 +0200,2022-06-24 15:33:04 +0200,short,5,18,2022-06-24 15:29:01 +0200,2022-06-24 15:33:06 +0200,false
4976,2022-06-24 16:30:48 +0200,2022-06-24 16:44:55 +0200,long,3,9,2022-06-24 16:30:48 +0200,2022-06-24 16:44:55 +0200,false
4977,2022-06-24 16:45:08 +0200,2022-06-24 16:45:13 +0200,short,2,8,2022-06-24 16:45:11 +0200,2022-06-24 16:45:16 +0200,false
4978,2022-06-24 18:34:44 +0200,2022-06-24 18:49:55 +0200,short,3,22,2022-06-24 18:34:44 +0200,2022-06-24 18:49:55 +0200,false
4979,2022-06-24 19:31:13 +0200,2022-06-24 19:35:30 +0200,short,5,18,2022-06-24 19:31:13 +0200,2022-06-24 19:35:30 +0200,false
4980,2022-06-25 10:06:42 +0200,2022-06-25 10:08:36 +0200,short,3,22,2022-06-25 10:06:44 +0200,2022-06-25 10:08:38 +0200,false
4981,2022-06-25 10:10:41 +0200,2022-06-25 10:10:49 +0200,short,3,22,2022-06-25 10:10:43 +0200,2022-06-25 10:10:52 +0200,false
4982,2022-06-25 10:20:40 +0200,2022-06-25 10:20:45 +0200,short,3,22,2022-06-25 10:20:42 +0200,2022-06-25 10:20:48 +0200,false
4983,2022-06-25 10:40:03 +0200,2022-06-25 10:40:46 +0200,short,5,8,2022-06-25 10:40:03 +0200,2022-06-25 10:40:46 +0200,false
4984,2022-06-25 11:34:07 +0200,2022-06-25 11:34:28 +0200,short,3,22,2022-06-25 11:34:07 +0200,2022-06-25 11:34:28 +0200,false
4985,2022-06-25 11:34:20 +0200,2022-06-25 11:34:29 +0200,short,3,12,2022-06-25 11:34:20 +0200,2022-06-25 11:34:29 +0200,false
4986,2022-06-25 11:52:12 +0200,2022-06-25 11:52:20 +0200,short,3,12,2022-06-25 11:52:12 +0200,2022-06-25 11:52:20 +0200,false
4987,2022-06-25 12:02:41 +0200,2022-06-25 12:02:46 +0200,short,3,12,2022-06-25 12:02:41 +0200,2022-06-25 12:02:46 +0200,false
4988,2022-06-25 13:40:30 +0200,2022-06-25 14:11:50 +0200,short,3,9,2022-06-25 13:40:30 +0200,2022-06-25 14:11:51 +0200,false
